"Id","SalePrice"
1461,128481.785087208
1462,161337.059057509
1463,181938.682779258
1464,188622.302191338
1465,197547.330565692
1466,191451.140458773
1467,187024.608345436
1468,175296.10275463
1469,184982.3337665
1470,121879.253765352
1471,192367.95411772
1472,95105.2605479417
1473,96145.2472068573
1474,145886.182282149
1475,116693.516048399
1476,365343.035927066
1477,263855.065113153
1478,283007.97909443
1479,277909.452790445
1480,458498.656434651
1481,316300.970780943
1482,210733.286659536
1483,183637.113839401
1484,170685.4401948
1485,176509.662311913
1486,203975.384936184
1487,296081.397686759
1488,234344.803308728
1489,212685.065689715
1490,228566.258906582
1491,201901.795385217
1492,105018.365292311
1493,164392.413793235
1494,303241.014437525
1495,292362.993981956
1496,230689.543562835
1497,196771.254989949
1498,175698.254837161
1499,158046.616470467
1500,160246.11946064
1501,176632.374086778
1502,163532.618209994
1503,260253.244963086
1504,239172.740835795
1505,224323.252050637
1506,172311.173941535
1507,273531.019969504
1508,186469.852502194
1509,160624.367697964
1510,149483.219638599
1511,158167.272480801
1512,175504.938845646
1513,140125.267478625
1514,146516.304250781
1515,179584.17165472
1516,147585.07561411
1517,175894.768489844
1518,130003.09554004
1519,222132.339905904
1520,138120.162402722
1521,141767.195741447
1522,168478.911130903
1523,112119.067328398
1524,129771.486392443
1525,133058.545416071
1526,125393.878376989
1527,107475.912030201
1528,131754.656431705
1529,140479.525161014
1530,175867.275517504
1531,118225.922799005
1532,102315.245134339
1533,143859.558392082
1534,119674.482661396
1535,148765.176776436
1536,116535.206301926
1537,81190.9860112599
1538,139966.445399041
1539,174343.228403905
1540,100657.464779985
1541,137339.529976148
1542,137744.383381508
1543,205412.860022654
1544,99415.8385531049
1545,109464.585747759
1546,128120.678703692
1547,134440.484402753
1548,136755.901668501
1549,111483.323918199
1550,133136.002399299
1551,115330.767325112
1552,132140.173076999
1553,142525.064062335
1554,122094.521973143
1555,176519.795218815
1556,98505.254434576
1557,116315.681715066
1558,102650.395745827
1559,71440.7415740811
1560,136503.25827578
1561,125350.328994797
1562,131286.626583193
1563,124713.741556417
1564,154961.073633973
1565,156060.531692532
1566,226114.594045642
1567,86186.8973316635
1568,233403.638490897
1569,134473.176892211
1570,147857.084460435
1571,121089.001374256
1572,147038.459466473
1573,225811.897565816
1574,114004.574568861
1575,219582.191494467
1576,260969.333568706
1577,190609.617792273
1578,138174.382685433
1579,151442.259064107
1580,190756.467689599
1581,149328.325013773
1582,128273.313659365
1583,312060.091694114
1584,234193.283853934
1585,140320.662832775
1586,84129.5776793958
1587,103650.369096053
1588,151385.969604658
1589,101040.50203088
1590,134202.800490196
1591,99274.2433316957
1592,125872.013169899
1593,121334.303680791
1594,126895.459039785
1595,104157.506487319
1596,217153.657023206
1597,178849.400193716
1598,206440.062768844
1599,177635.506577578
1600,176085.476527519
1601,68278.2709140045
1602,110569.718901663
1603,83048.8776978375
1604,270166.280610516
1605,251894.356080147
1606,173913.135371144
1607,170026.241296772
1608,208055.114355287
1609,190763.181973197
1610,165147.422632334
1611,152296.204486765
1612,189072.258974335
1613,182346.383720937
1614,118563.950408818
1615,87949.4440429854
1616,76748.7800399103
1617,96168.4141131882
1618,132987.665228193
1619,146138.66525336
1620,161617.614461629
1621,142874.200571685
1622,142390.973275833
1623,289067.148914607
1624,214977.173713613
1625,129671.133748035
1626,165686.564833234
1627,190869.10483576
1628,271250.159833695
1629,179330.98694435
1630,360383.508204791
1631,211976.93770075
1632,255783.764335733
1633,172356.53932587
1634,183684.149279117
1635,183862.955354779
1636,168367.219152104
1637,197708.070218048
1638,201161.698846294
1639,179233.014515564
1640,266912.905587288
1641,173940.128746359
1642,231985.569693101
1643,224753.78394561
1644,231424.214056907
1645,183212.910278885
1646,157884.972480308
1647,160414.030592506
1648,134517.209408435
1649,147535.659354456
1650,117886.211065678
1651,125802.427306599
1652,95561.3147046584
1653,100394.317025655
1654,149149.841166592
1655,131085.415609034
1656,140423.254844598
1657,150107.079131546
1658,144536.661026857
1659,125518.668277685
1660,149972.729165604
1661,420505.398633336
1662,375882.096254573
1663,375106.418320622
1664,453492.863825661
1665,312097.521145078
1666,338710.656584112
1667,334000.49233408
1668,328923.405071997
1669,306632.180752405
1670,343092.376982121
1671,267874.545594658
1672,447375.777688995
1673,307495.682007368
1674,252359.814133916
1675,204328.323422486
1676,196221.401312065
1677,217612.864496762
1678,448034.019232903
1679,382141.239806704
1680,328088.895283516
1681,244195.534816996
1682,316335.094441555
1683,195156.163788413
1684,171077.011466372
1685,176413.255820523
1686,166829.164763666
1687,170406.986736335
1688,186622.976465559
1689,190147.224346678
1690,187626.681338353
1691,180293.387619768
1692,249683.130200324
1693,167772.59556879
1694,183746.562691827
1695,171480.514672753
1696,275197.29724434
1697,173184.124612398
1698,343079.933168602
1699,316103.341530127
1700,254539.706138777
1701,271422.303984521
1702,245850.605414486
1703,242345.455064145
1704,297290.950008243
1705,227940.000470555
1706,395893.479782019
1707,217327.841828926
1708,213117.388988657
1709,271993.203353608
1710,228988.272994793
1711,269684.451421353
1712,261794.125680958
1713,271723.207194631
1714,222014.478403355
1715,213225.196596222
1716,187896.277458669
1717,162584.402672155
1718,138467.179319553
1719,217875.872830703
1720,245688.659727883
1721,151386.194778254
1722,126476.184405843
1723,158761.916961742
1724,207369.862395606
1725,230642.919415327
1726,199947.699731949
1727,172018.678379713
1728,174917.851860548
1729,181975.086254235
1730,168675.39691567
1731,124415.079527365
1732,125807.020732186
1733,123137.727263254
1734,126562.245499685
1735,127071.127865846
1736,116749.19072811
1737,333974.17018634
1738,229381.908984453
1739,269089.523169663
1740,231671.163853265
1741,191269.583696733
1742,178025.110211744
1743,177208.510127063
1744,294226.743696299
1745,197556.893496911
1746,200312.662279795
1747,211071.072007352
1748,228732.249424959
1749,157319.282613547
1750,139599.070354335
1751,233698.824487313
1752,123060.951188521
1753,146585.779223747
1754,185604.638321347
1755,166655.665235465
1756,127571.974294306
1757,123743.904131496
1758,148948.845574069
1759,170086.343386313
1760,164504.144883582
1761,144077.674132001
1762,179205.810158475
1763,180317.665997057
1764,123626.381644366
1765,162395.591199849
1766,173007.926876297
1767,231391.513172166
1768,145080.257112466
1769,173354.362575923
1770,149031.773522117
1771,128304.860359065
1772,142518.813281265
1773,134803.102297319
1774,130864.72239526
1775,139920.959747146
1776,123580.453074347
1777,121058.985748233
1778,136483.714354099
1779,127108.423591527
1780,175207.73553317
1781,133102.918799661
1782,91799.1607049932
1783,151915.423931941
1784,107755.778232162
1785,125899.163667325
1786,134838.822181539
1787,150344.03731431
1788,73135.1932965334
1789,112268.18432158
1790,86677.7107769187
1791,170626.042832782
1792,160937.399278991
1793,145568.119079213
1794,144988.108697658
1795,142069.79672755
1796,137666.846069456
1797,111842.599188651
1798,126793.644920128
1799,117601.831565815
1800,129311.408129021
1801,131123.218168908
1802,120473.677933579
1803,149869.174624296
1804,148551.334534166
1805,141065.27785658
1806,122107.451181029
1807,133530.508162381
1808,123729.354346219
1809,122848.913959052
1810,139373.479491983
1811,101827.629083839
1812,110595.969805061
1813,126063.99259788
1814,98471.6109900278
1815,64934.1186255814
1816,105229.44089154
1817,115599.567461389
1818,149770.169585889
1819,125826.664583697
1820,62586.0183784465
1821,106097.874650886
1822,144137.807392305
1823,55388.2672898317
1824,142482.418525434
1825,140546.584823805
1826,103879.818453066
1827,107323.562568494
1828,133824.116638723
1829,110037.623014192
1830,130748.837672954
1831,150024.93943286
1832,92007.537400814
1833,135478.301343539
1834,128786.269257424
1835,123860.760742337
1836,126509.182256036
1837,101368.228696206
1838,134591.081329044
1839,103191.278297577
1840,149892.097106903
1841,139244.398978992
1842,83563.9689245787
1843,141284.12362352
1844,138284.067266838
1845,148627.252803094
1846,157283.852607121
1847,170231.00195712
1848,65458.6049146916
1849,109052.718392704
1850,127134.512771651
1851,162155.10607746
1852,125372.697698298
1853,137188.988318871
1854,174562.034060395
1855,166570.221614887
1856,218756.849192315
1857,154681.618333617
1858,134087.595825642
1859,115791.177783031
1860,151737.121857448
1861,115524.344881669
1862,266417.603292856
1863,246379.287345427
1864,246386.28722307
1865,316302.38651534
1866,308520.874454204
1867,232542.557971354
1868,291892.710351565
1869,201011.429213651
1870,242861.617672544
1871,242567.961353114
1872,175114.327585449
1873,232226.170360042
1874,150081.988893513
1875,194247.282011902
1876,203957.112688945
1877,210965.549529254
1878,199899.733579433
1879,136270.022396399
1880,137158.206775501
1881,244958.308611264
1882,255564.770127041
1883,203848.746258792
1884,219835.178401565
1885,242514.14202752
1886,288439.113256166
1887,204115.013122124
1888,271967.52039502
1889,172921.369443629
1890,137161.990381797
1891,138249.398002956
1892,104426.288082373
1893,134321.811257782
1894,124289.410182516
1895,150925.394562098
1896,127369.505856938
1897,114085.880468407
1898,114729.745414559
1899,155140.30972061
1900,131615.022910579
1901,169439.111225941
1902,146886.833964737
1903,212763.571959548
1904,139295.93511781
1905,192091.838229147
1906,163622.194807038
1907,199271.564197884
1908,112285.186184019
1909,135970.684417017
1910,126218.035331237
1911,210368.037882132
1912,308103.210023621
1913,142768.123840062
1914,68447.1909824928
1915,308504.369403348
1916,86342.0152554532
1917,249493.416141379
1918,148770.204508339
1919,172091.824128948
1920,167609.245843733
1921,375792.021031494
1922,317308.962520942
1923,226079.362286447
1924,234280.094348132
1925,214029.09085514
1926,364377.770870552
1927,145860.547087703
1928,162721.584616141
1929,131883.889237183
1930,145230.900820634
1931,149416.478988756
1932,143209.928911838
1933,174996.595915903
1934,180617.38380309
1935,175480.040717613
1936,192264.601832335
1937,189518.230425494
1938,182131.045401342
1939,252161.155223248
1940,197363.77455322
1941,175346.381347134
1942,201517.571553441
1943,207003.407328395
1944,332000.035513959
1945,362258.930966564
1946,143423.179002527
1947,295065.263608174
1948,160425.808427695
1949,257406.421031647
1950,185059.268513722
1951,236830.544872015
1952,205717.152435235
1953,172668.572040632
1954,200019.534770829
1955,136765.043536033
1956,296124.83151531
1957,160109.453962755
1958,310271.605382896
1959,147143.198744856
1960,123234.433072481
1961,122091.16397967
1962,94994.1692860665
1963,103454.043140684
1964,111847.335896342
1965,143967.755780808
1966,134958.531218338
1967,309910.23601128
1968,406237.842938293
1969,378938.405202125
1970,416293.385449183
1971,392174.129524948
1972,368557.520990278
1973,265835.00098508
1974,325483.360055749
1975,449498.930039137
1976,293102.138934138
1977,370365.229213658
1978,342307.408019072
1979,317504.267438723
1980,203150.235965446
1981,336088.673990527
1982,228121.737858441
1983,212919.850337898
1984,184826.322303705
1985,207866.680308029
1986,203018.908467399
1987,182618.970160193
1988,179230.202605684
1989,198759.739296953
1990,217606.043697351
1991,238419.623806483
1992,207481.597862776
1993,170223.380895353
1994,225338.118821431
1995,186987.218333579
1996,260752.954638219
1997,299826.96732225
1998,340220.996953186
1999,259227.764893972
