"Id","SalePrice"
1461,125492.607062458
1462,163345.25407993
1463,180386.432639964
1464,200751.713650016
1465,190579.477383069
1466,178805.831208474
1467,183861.930019326
1468,168198.107706166
1469,193278.753216582
1470,118670.025396708
1471,190997.935637639
1472,97698.9695122591
1473,97143.5732197551
1474,151577.240842235
1475,120270.959834462
1476,379280.709644861
1477,268461.457545206
1478,282477.07625342
1479,284487.7495518
1480,464597.984729119
1481,324466.683038892
1482,212143.719652884
1483,181805.717344108
1484,168274.751327638
1485,181696.354434432
1486,200388.48704052
1487,315974.079210927
1488,239017.724406356
1489,208256.316789523
1490,220956.973659103
1491,198717.257984527
1492,100831.990346421
1493,176987.110918088
1494,292207.424080459
1495,287519.365250884
1496,226634.523076671
1497,190575.593881392
1498,170424.083051628
1499,158243.159765401
1500,154238.495937364
1501,173965.30060664
1502,157471.951555179
1503,273629.613884992
1504,244598.394871234
1505,226157.930758988
1506,186783.912744483
1507,263726.946065002
1508,198791.06304018
1509,158577.793098148
1510,143776.521031986
1511,149572.104757845
1512,175050.379134422
1513,142286.867393247
1514,155180.742194535
1515,200864.499802478
1516,153792.676819627
1517,180277.474947028
1518,139042.911377487
1519,218222.851780337
1520,130269.237661396
1521,131421.841705132
1522,172746.966502611
1523,113421.834095681
1524,122298.595941791
1525,126265.663907071
1526,116259.674643462
1527,109883.453222415
1528,140406.483403868
1529,140462.615371645
1530,184167.289746491
1531,114527.081673561
1532,98634.9019029589
1533,147141.276228072
1534,119966.896718318
1535,156601.974728184
1536,109442.596515187
1537,73698.1192616829
1538,154000.491374638
1539,184876.273246981
1540,98270.9942236784
1541,139229.427274973
1542,142610.687648625
1543,198401.746931375
1544,98382.7924943735
1545,116611.315851805
1546,137263.657367039
1547,138775.973193232
1548,139083.688678812
1549,118068.23735527
1550,131954.495325013
1551,110878.843017808
1552,131898.32948298
1553,140312.777057833
1554,121783.972047981
1555,177536.492901191
1556,99050.8262113591
1557,109230.158248272
1558,105307.994617104
1559,75867.7219161641
1560,143654.988768078
1561,125384.866948398
1562,136811.491996718
1563,120159.0900949
1564,160327.041765142
1565,153906.023377623
1566,245747.050861399
1567,83909.6646352038
1568,237398.732878908
1569,126406.664535024
1570,147829.2027151
1571,116750.340548141
1572,143993.798185313
1573,235252.3372973
1574,119762.196573257
1575,218849.042768484
1576,252944.343407743
1577,191321.320213382
1578,140956.662232878
1579,144066.502997646
1580,193931.0956816
1581,159502.212129297
1582,128032.422476334
1583,300221.509371563
1584,232931.5430717
1585,140357.459204844
1586,80295.4788333391
1587,105049.433365755
1588,147024.890255743
1589,100138.141524986
1590,138033.886623741
1591,95837.0176291593
1592,117166.89854859
1593,120877.859733846
1594,138859.034545897
1595,103643.531016158
1596,238770.431648142
1597,199109.140751651
1598,217477.567280443
1599,171609.109799768
1600,167036.934836571
1601,68149.9660512631
1602,105271.77913953
1603,83210.7112844214
1604,251731.040870833
1605,247727.003399093
1606,177869.365100144
1607,189252.352424621
1608,213266.781222349
1609,194581.809371659
1610,152557.690697971
1611,144475.625423542
1612,179663.175267885
1613,174986.587690848
1614,117078.470390763
1615,90705.3294974715
1616,79741.922408243
1617,97090.6090207612
1618,131254.568500134
1619,146406.802544785
1620,171623.738073695
1621,139588.867562277
1622,142208.145026659
1623,269091.940704173
1624,219482.387248938
1625,123621.682459034
1626,170151.893157082
1627,191413.624608959
1628,274030.404936542
1629,175640.196573627
1630,348676.53234589
1631,207302.721493659
1632,237759.852730156
1633,167524.482524775
1634,184443.714035869
1635,179759.297191543
1636,165188.065897998
1637,199328.249503705
1638,198944.028391386
1639,182426.056871371
1640,263802.447815592
1641,174194.612860322
1642,238529.042090892
1643,227135.358810475
1644,234864.424736932
1645,195272.423964399
1646,162883.266665602
1647,156406.964074943
1648,131359.793194874
1649,147995.027888876
1650,117623.27408783
1651,126871.81193287
1652,98577.9565101261
1653,103166.058577734
1654,148987.269306776
1655,132521.224909136
1656,140523.184396125
1657,149735.319079458
1658,146983.836365477
1659,127022.570338609
1660,154654.917759875
1661,450759.790117342
1662,404311.156181922
1663,375709.278790516
1664,485348.460512042
1665,312510.592031704
1666,338251.705259997
1667,364282.030141724
1668,336272.146862367
1669,296670.617629796
1670,341231.217003014
1671,271368.079250474
1672,431939.628727289
1673,305041.215150694
1674,254060.889457437
1675,201160.636835455
1676,194235.751302472
1677,220098.621229757
1678,455540.400736136
1679,371154.308275061
1680,321629.350176632
1681,245977.222793164
1682,309357.266899921
1683,196786.668791597
1684,180673.39505929
1685,178715.081013673
1686,171663.887516356
1687,172553.424890937
1688,192958.636471991
1689,197480.434050445
1690,196060.910004559
1691,185070.124255566
1692,250548.896279138
1693,165257.215851513
1694,180884.579711121
1695,167372.428028156
1696,269607.460532419
1697,173134.945937319
1698,354287.503875867
1699,316414.288841198
1700,251674.773894721
1701,274379.081977921
1702,250244.049705709
1703,245322.99330691
1704,286602.373373618
1705,231728.852601334
1706,407578.983092698
1707,214676.869244716
1708,209931.392408482
1709,277068.41700952
1710,226132.810229497
1711,265954.895140787
1712,265203.842552562
1713,269940.080674006
1714,220258.703015145
1715,208162.832757397
1716,189489.361216467
1717,172081.06315867
1718,139685.659250844
1719,208069.655742704
1720,232702.220140767
1721,165048.991482606
1722,129967.530708358
1723,158506.277300265
1724,209733.103195347
1725,234842.952003288
1726,191302.971870414
1727,161066.967273629
1728,174422.582949368
1729,170153.418542964
1730,173330.452955102
1731,119982.07859494
1732,128447.232642328
1733,117744.643232778
1734,120354.976932501
1735,137998.199772435
1736,115348.269591822
1737,351487.412050769
1738,254188.040825672
1739,280185.247621584
1740,226971.799119828
1741,195262.784373059
1742,172766.689326232
