"","MSSubClass","LotFrontage","LotArea","OverallQual","YearBuilt","YearRemodAdd","MasVnrArea","ExterQual","BsmtQual","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtUnfSF","TotalBsmtSF","X1stFlrSF","X2ndFlrSF","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenQual","TotRmsAbvGrd","Fireplaces","GarageArea","GarageQual","WoodDeckSF","OpenPorchSF","Fence","MoSold","YrSold","MSZoning","LotShape","LotConfig","Condition1","BldgType","HouseStyle","RoofStyle","MasVnrType","Foundation","HeatingQC","Electrical","GarageType","PavedDrive","SaleType","SaleCondition","Y"
"1",0.0733498308209929,-0.207947703765818,-0.207070756682052,0.192109379197863,1.05063379786737,0.878367122733124,0.509839688100742,0.770240312450405,0.44356137544893,-0.590352375426861,0.931929421071369,0.575227739911995,-0.944267060393254,-0.459145218497122,-0.793162022889067,1.16145362493334,1.10743069712304,-0.240978466509052,0.789470016700575,1.22716489855019,0.163723018527333,0.735742242732246,0.911897317042156,-0.950900669936958,0.350880094686988,0.266722649446392,-0.751918199272585,0.216429003220351,-0.469706367172321,-1.59856336458641,0.138729954271588,"RL","Reg","Inside","Norm","1Fam","2Story","Gable","BrkFace","PConc","Ex","SBrkr","Attchd","Y","WD","Normal",12.2476991163726
"2",-0.872263882191367,0.409723835119788,-0.0918548989935732,1.37307651026683,0.156680025674322,-0.429429824620689,-0.572637289211919,-0.709431866730636,0.44356137544893,2.22023828149667,0.509639863416435,1.17159068345886,-0.641008356851332,0.466305140465886,0.257052352914191,-0.794890864438069,-0.819683507644112,3.9474567847197,0.789470016700575,-0.761359798323593,0.163723018527333,-0.770826725555383,-0.318574108911216,0.600289249736739,-0.0607102107607402,0.266722649446392,1.62563778043276,-0.704241947620518,-0.469706367172321,-0.488942518803767,-0.614228161849104,"RL","Reg","FR2","Feedr","1Fam","1Story","Gable","None","CBlock","Ex","SBrkr","Attchd","Y","WD","Normal",12.1090164423137
"3",0.0733498308209929,-0.0844133959886965,0.0734548098638094,0.192109379197863,0.984414999927141,0.829930198757056,0.322063069587321,0.770240312450405,0.44356137544893,0.346511176880983,0.931929421071369,0.0928753591020328,-0.301539658856643,-0.313261418069456,-0.627610988279686,1.18894324305097,1.10743069712304,-0.240978466509052,0.789470016700575,1.22716489855019,0.163723018527333,0.735742242732246,-0.318574108911216,0.600289249736739,0.631509848401348,0.266722649446392,-0.751918199272585,-0.0703373585169691,-0.469706367172321,0.990551942239756,0.138729954271588,"RL","IR1","Inside","Norm","1Fam","2Story","Gable","BrkFace","PConc","Ex","SBrkr","Attchd","Y","WD","Normal",12.3171711672987
"4",0.309753259074083,-0.413838216727687,-0.0968642841104636,0.192109379197863,-1.86299331150256,-0.720051368477092,-0.572637289211919,-0.709431866730636,0.44356137544893,-0.590352375426861,0.509639863416435,-0.499102562801103,-0.0616484456070629,-0.68708865666535,-0.521554856733052,0.936955076972689,1.10743069712304,-0.240978466509052,-1.02568939177634,-0.761359798323593,0.163723018527333,0.735742242732246,0.29666160406547,0.600289249736739,0.790533375506153,0.266722649446392,-0.751918199272585,-0.175988123367561,-0.469706367172321,-1.59856336458641,-1.3671862779698,"RL","IR1","Corner","Norm","1Fam","2Story","Gable","None","BrkTil","Gd","SBrkr","Detchd","Y","WD","Abnorml",11.8494048444231
"5",0.0733498308209929,0.574436245489284,0.37501979390061,0.782592944732347,0.951305600957028,0.733056350804922,1.36035731313212,0.770240312450405,0.44356137544893,1.28337472918883,0.931929421071369,0.463409687996958,-0.174804678271959,0.199611317809059,-0.045595632231083,1.61732312538406,1.10743069712304,-0.240978466509052,0.789470016700575,1.22716489855019,1.38954664442428,0.735742242732246,1.52713303001884,0.600289249736739,1.69790291251592,0.266722649446392,0.779929948725489,0.56356723058658,-0.469706367172321,2.1001727880224,0.138729954271588,"RL","IR1","FR2","Norm","1Fam","2Story","Gable","BrkFace","PConc","Ex","SBrkr","Attchd","Y","WD","Normal",12.4292201968364
"6",-0.163053597432097,0.615614348081657,0.360492577061628,-0.988857751871105,0.719539808166239,0.490871730924586,-0.572637289211919,-0.709431866730636,0.44356137544893,-0.590352375426861,0.931929421071369,0.632233021280445,-1.13889578057688,-0.595911281398059,-0.948366117835361,0.501702790110197,1.10743069712304,-0.240978466509052,-1.02568939177634,1.22716489855019,-2.28792423326657,-0.770826725555383,-0.933809821887902,-0.950900669936958,0.0328330404773799,0.266722649446392,-0.432783168439653,-0.251452955403697,2.0209884127487,1.36042555750064,0.89168807039228,"RL","IR1","Inside","Norm","1Fam","1.5Fin","Gable","None","Wood","Ex","SBrkr","Attchd","Y","WD","Normal",11.8706069022246
"7",-0.872263882191367,0.20383332215792,-0.0433640510620743,0.782592944732347,1.08374319683748,0.975240970685258,0.454611270890912,0.770240312450405,1.21359658134125,1.28337472918883,0.931929421071369,2.02886241480747,-0.5663252432925,1.43278531829917,1.37452183652751,-0.794890864438069,1.10743069712304,-0.240978466509052,0.789470016700575,-0.761359798323593,0.163723018527333,0.735742242732246,0.29666160406547,0.600289249736739,0.762470400134717,0.266722649446392,1.28256762228736,0.156057137591441,-0.469706367172321,0.620678326978875,-0.614228161849104,"RL","Reg","Inside","Norm","1Fam","1Story","Gable","Stone","PConc","Ex","SBrkr","Attchd","Y","WD","Normal",12.634606283893
"8",0.0733498308209929,0.489912771747043,-0.0135081157654077,0.782592944732347,0.057351828763984,-0.574740596548891,0.752844723823992,-0.709431866730636,0.44356137544893,0.346511176880983,1.77650853638124,0.910681895657105,-0.794900833275591,0.112992811305132,-0.143891559030403,1.45696701969788,1.10743069712304,-0.240978466509052,0.789470016700575,1.22716489855019,0.163723018527333,-0.770826725555383,0.29666160406547,2.15147916941044,0.0515416907250039,0.266722649446392,1.12300010687089,2.37472319945386,-0.469706367172321,1.73029917276152,0.89168807039228,"RL","IR1","Corner","PosN","1Fam","2Story","Gable","Stone","CBlock","Ex","SBrkr","Attchd","Y","WD","Normal",12.2060776455177
"9",-0.163053597432097,-0.78444114005905,-0.440508103129144,0.192109379197863,-1.33324292798075,-1.68878984799844,-0.572637289211919,-0.709431866730636,-0.326473830443386,-0.590352375426861,-1.1795183672033,-0.972684900323611,0.870758911551682,-0.240319517855622,-0.363764026870986,0.927791870933479,-0.819683507644112,-0.240978466509052,0.789470016700575,-0.761359798323593,-1.06210060736962,-0.770826725555383,0.911897317042156,2.15147916941044,-0.0232929102654922,-0.433664163848091,-0.0338643798984876,-0.704241947620518,-0.469706367172321,-0.858816134064648,0.138729954271588,"RM","Reg","Inside","Artery","1Fam","1.5Fin","Gable","None","BrkTil","Gd","FuseF","Detchd","Y","WD","Abnorml",11.7745279008585
"10",3.14659439811116,-0.825619242651424,-0.310264090089994,-0.398374186336621,-1.06836773621985,-1.68878984799844,-0.572637289211919,-0.709431866730636,-0.326473830443386,-0.590352375426861,0.931929421071369,0.893141809082198,-0.966898306926233,-0.151421576970013,-0.22149360650355,-0.794890864438069,1.10743069712304,-0.240978466509052,-1.02568939177634,-0.761359798323593,-1.06210060736962,-0.770826725555383,-0.933809821887902,2.15147916941044,-1.25338666404677,0.967109462740874,-0.751918199272585,-0.643870081991609,-0.469706367172321,-1.96843697984729,0.138729954271588,"RL","Reg","Corner","Artery","2fmCon","1.5Unf","Gable","None","BrkTil","Ex","SBrkr","Attchd","Y","WD","Normal",11.6784483779882
