"","x"
"1",12.256500715969
"2",12.1175913773259
"3",12.2956951484435
"4",11.9707293462683
"5",12.5709906359667
"6",11.9692065644669
"7",12.5876986299401
"8",12.2720865138949
"9",11.8194082303034
"10",11.7185287290845
"11",11.774364387997
"12",12.7912824262139
"13",11.7822018914746
"14",12.3574646731841
"15",11.9239199078278
"16",11.830712565679
"17",11.9342595183544
"18",11.5513810032421
"19",11.9378406082276
"20",11.7443107633895
"21",12.73259926709
"22",11.8041401216951
"23",12.3728900811365
"24",11.8145352971217
"25",12.4346711707532
"26",11.7717011065244
"27",12.5631831934369
"28",12.2229997714556
"29",11.2293707332826
"30",11.3169325659077
"31",11.8739869780524
"32",12.1376412857823
"33",12.0107381083971
"34",12.5650639595094
"35",12.6132667057167
"36",11.9218434579996
"37",11.9402236952615
"38",11.8116225204625
"39",11.2970172346609
"40",11.9210205066073
"41",12.0733432631626
"42",11.9133802754332
"43",11.7819017691499
"44",11.8236483136174
"45",12.5895790411353
"46",12.4895874832023
"47",12.4095300079401
"48",11.4645744629019
"49",11.8257543416965
"50",12.0471778530615
"51",11.6860343698838
"52",12.783520855244
"53",11.7352211739217
"54",11.9743157437872
"55",12.1870379048985
"56",12.1654191511139
"57",12.951775558934
"58",11.7024725042625
"59",12.0348485156022
"60",11.5372762914855
"61",12.2463307862646
"62",11.8092991329203
"63",12.3390458297875
"64",12.6266254428954
"65",12.351370148295
"66",12.2992626713033
"67",11.3170926921773
"68",12.1826973477794
"69",12.4660758534714
"70",11.6897382577532
"71",12.1405830869345
"72",11.8817473585535
"73",11.599061825549
"74",11.4586028816795
"75",11.6830376553039
"76",11.7143998003433
"77",11.8003722234275
"78",11.5953837263036
"79",12.25889973513
"80",12.0584079648884
"81",12.3778720900434
"82",11.7495782915735
"83",12.0126438765181
"84",12.5085043743262
"85",12.1069052540109
"86",12.0118665265585
"87",11.2235333457361
"88",11.6847424014393
"89",11.4746117082454
"90",11.6411028337774
"91",11.850893130527
"92",11.9830887385116
"93",12.2178724727791
"94",12.159936408775
"95",12.2598199387234
"96",11.6315522022623
"97",11.3665895582194
"98",11.6807900785414
"99",12.2718897560987
"100",12.0661632475296
"101",11.658691692443
"102",12.1270214530214
"103",11.9957053515848
"104",12.4693865786414
"105",11.4193864604994
"106",11.4949520489904
"107",11.6219708700476
"108",12.2109949722898
"109",11.8543442816049
"110",12.0408190166448
"111",12.7678557129709
"112",12.3195570633234
"113",12.3738688599111
"114",12.0384156055711
"115",11.8878747276852
"116",12.6361241797772
"117",12.039079258763
"118",12.0786714227475
"119",11.4499961820289
"120",11.8393114638938
"121",11.9543298149005
"122",12.066180904857
"123",11.4613891974778
"124",11.7762682500461
"125",11.4348368147972
"126",11.8748941973069
"127",11.9426906280607
"128",12.3416832946908
"129",12.3343420402476
"130",11.8857131498353
"131",12.249416057128
"132",12.0996777605029
"133",12.0754177630012
"134",11.8334497767752
"135",12.0831938620159
"136",12.3540429078926
"137",12.2508163974863
"138",11.5574667392636
"139",12.4283784074444
"140",11.7446579333309
"141",12.2735415807156
"142",11.7760665623221
"143",11.8306386689039
"144",11.5614238649863
"145",12.3093477002733
"146",11.896591799357
"147",11.5969272465893
"148",11.8531600200983
"149",12.7408958494131
"150",12.1319944741386
"151",11.6841155308545
"152",11.317081043376
"153",11.6198226035313
"154",12.4642235951413
"155",12.4084721053141
"156",12.6375196303254
"157",12.0325156879584
"158",12.9227353957263
"159",12.3976903964317
"160",11.4237562873703
"161",11.865101217334
"162",11.7159001162043
"163",12.7335503089609
"164",12.1522486370306
"165",12.3771775821822
"166",11.6412794363739
"167",12.2176129206343
"168",12.2785779634595
"169",11.9613958245708
"170",12.1736060818428
"171",12.2722984130173
"172",12.229976533082
"173",12.0181294473054
"174",13.0839450747384
"175",11.5113584542835
"176",12.043850141193
"177",12.0819940447986
"178",11.6551981304422
"179",12.2462129795092
"180",11.723352595475
"181",12.8310183906223
"182",12.1010330475561
"183",11.7730516731964
"184",11.9083175978023
"185",12.523826501445
"186",12.6202927397445
"187",12.1627960008119
"188",12.2188900617234
"189",11.8736207270926
"190",11.7128303124386
"191",11.8911455543456
"192",12.6865275165212
"193",12.3939512591683
"194",11.6291698160233
"195",12.609249425509
"196",11.8094790105475
"197",12.0198554960966
"198",11.6481892837668
"199",11.8627003853814
"200",11.6226668771617
"201",12.0922343059739
"202",11.874132206676
"203",11.7751349509985
"204",12.3671930815785
"205",11.9490656943105
"206",11.4258739947528
"207",12.0480817251598
"208",12.4267817678835
"209",11.9175751656749
"210",11.9536820379247
"211",11.849087831552
"212",12.271236249615
"213",11.4383375343633
"214",12.3632607553272
"215",12.0627403981235
"216",12.2365765211583
"217",12.273649296302
"218",12.0600495100721
"219",11.6401821596971
"220",12.824246214728
"221",11.5427244579821
"222",12.5199826109638
"223",11.5339635332634
"224",11.6960035636425
"225",12.1792243883587
"226",11.8447939383195
"227",12.7318656703879
"228",11.496495420393
"229",12.2812333470811
"230",11.4621038660987
"231",12.1399909730158
"232",12.2181554413567
"233",12.4973418064054
"234",11.7136886522829
"235",12.5095199596502
"236",11.5726885121254
"237",11.4097490787296
"238",11.8111944807744
"239",12.3356904579804
"240",12.3008197167506
"241",11.8677452067418
"242",11.9121436916268
"243",12.1615375902004
"244",11.3170708436413
"245",12.4237198272182
"246",12.0808976874035
"247",12.0123575939922
"248",11.8526065402251
"249",12.3058108572109
"250",12.2314085206362
"251",12.4113040073377
"252",12.2862953546424
"253",11.4660604222264
"254",12.6844055639105
"255",11.9889221769683
"256",11.3145369833131
"257",12.1154723888568
"258",12.1075434504739
"259",12.0629354451485
"260",11.739564409811
"261",12.0366061240975
"262",12.5000604697472
"263",12.6118240743693
"264",11.7387833912079
"265",12.1328609154674
"266",12.2191335716673
"267",11.6870937109527
"268",12.8142208316922
"269",12.2408888449321
"270",12.2991485330287
"271",12.1681899965036
"272",12.2475034325833
"273",12.3812948129497
"274",12.1138992896613
"275",11.9909786346522
"276",12.1024285759923
"277",11.4404380998621
"278",11.6666918771655
"279",11.8543183030252
"280",12.422630107728
"281",11.7795280026745
"282",11.7944729026876
"283",12.3739209452283
"284",12.0535691822369
"285",11.9140777203499
"286",11.8433396553995
"287",12.3775967615205
"288",12.0921243134077
"289",11.9732851874568
"290",11.9445790964055
"291",12.5182876074056
"292",12.2708367994206
"293",11.833221193121
"294",12.6346449796026
"295",12.591093656453
"296",12.3546924325328
"297",11.4386643632454
"298",11.4841347847304
"299",12.7827260221294
"300",12.0569790938803
"301",11.7787679939878
"302",11.6495191412371
"303",12.0496764866353
"304",12.1352120496112
"305",12.458774906862
"306",12.4663058549609
"307",12.610400942408
"308",12.18144557473
"309",12.751355520225
"310",12.737049528265
"311",11.7254017699474
"312",12.4367834258597
"313",11.4138005029388
"314",12.5824684994776
"315",11.9261541210333
"316",12.0726206081155
"317",11.3502530587293
"318",11.7393523452934
"319",11.8021179660397
"320",12.2569762064352
"321",12.1721213282915
"322",12.8011145707931
"323",12.2850836521543
"324",12.2586171396561
"325",11.9056604305682
"326",12.2802669617488
"327",11.3354176375396
"328",11.4010388361105
"329",12.5313182793827
"330",11.4619620845637
"331",11.8267732880594
"332",11.8963607562949
"333",12.1016368919902
"334",12.1085105058525
"335",12.964528584607
"336",12.6141214227375
"337",12.1883846041862
"338",11.5016767989144
"339",11.6164163528592
"340",11.889382206441
"341",12.0618538234824
"342",12.0663895656721
"343",11.8248874430627
"344",11.7752121648735
"345",12.5340983472407
"346",11.8886214460391
"347",11.7679686535596
"348",12.1586647742038
"349",11.707284227268
"350",12.1263256751525
"351",11.7338945673307
"352",12.0167180033149
"353",11.9458965159085
"354",11.8067942883041
"355",11.9552064033962
"356",12.0615758862579
"357",11.7582115738687
"358",11.6969395410176
"359",11.7539582619025
"360",12.223886122867
"361",11.0585674765578
"362",11.8051681702977
"363",12.5901543293081
"364",12.7794607506999
"365",12.0833034439668
"366",11.7919659762431
"367",12.2319469059513
"368",12.2217284094098
"369",11.278533712169
"370",12.5302015473218
"371",12.1136745964206
"372",11.3797054608627
"373",11.8433804784212
"374",12.1566111739817
"375",13.0339437457314
"376",11.7806898578312
"377",12.3184876858166
"378",11.6070310055957
"379",11.4628757921706
"380",11.5824099004413
"381",11.7926100607449
"382",11.6798709857169
"383",11.9083362845436
"384",11.222737917858
"385",12.3083471509881
"386",12.3328095658873
"387",12.1210384487075
"388",11.6240460248993
"389",12.4740595045231
"390",12.0416804050151
"391",11.9423808392394
"392",11.7088735416105
"393",12.0438054361124
"394",12.5736631853564
"395",12.6640263547504
"396",11.5681980858684
"397",11.9245515656507
"398",12.4704339790343
"399",11.5593297541654
"400",12.3201043184384
"401",12.1526833565957
"402",11.9915587937308
"403",12.3756087062637
"404",11.6677016425724
"405",11.8310756821169
"406",12.2535557122052
"407",12.318247200456
"408",11.6750690983039
"409",12.662771123475
"410",11.855708615104
"411",11.9126455630358
"412",12.4107096818056
"413",11.6547999596707
"414",12.1998615181903
"415",12.156432072516
"416",11.4725453651368
"417",11.5128744407921
"418",11.6961504679621
"419",12.1017040174252
"420",11.342364180691
"421",12.2297892949202
"422",11.6344829970848
"423",11.6468572713852
"424",11.5363976834802
"425",11.8092698732743
"426",11.6272607906859
"427",11.8845049157773
"428",12.1708479444638
"429",12.276052906233
"430",11.878812091308
"431",12.1948414267513
"432",12.2231549728574
"433",11.7376939486521
"434",11.6551984080083
"435",11.648367945461
"436",12.5006982651554
"437",12.1859533856935
"438",12.2434320466071
"439",12.0579952977231
"440",12.0529510502362
"441",11.4525921029551
"442",12.4128565621942
"443",11.921260705592
"444",11.6325706778758
"445",12.3707023981892
"446",11.9305472287435
"447",11.6891544076218
"448",12.090683601483
"449",11.6881494692981
"450",12.0537132131827
"451",12.0614366214479
"452",11.9673463721987
"453",12.39117880102
"454",12.0959795884356
"455",12.1648855092622
"456",11.8569717737436
"457",12.8353969058935
"458",12.4505405121477
"459",11.7928654998714
"460",12.2701331961418
"461",12.8837875134177
"462",12.6150837700041
"463",11.5784016275727
"464",12.7207001031085
"465",12.7845586857506
"466",11.9924219818669
"467",11.9448629460683
"468",11.81944139614
"469",11.8734197204883
"470",11.9550367334625
"471",12.0575587086948
"472",11.8439748693132
"473",11.5311335129834
"474",11.6051464951928
"475",11.9679880627459
"476",12.0582400147791
"477",11.9049924625645
"478",11.4619763986032
"479",11.3947215205128
"480",12.768331599858
"481",12.0320937626039
"482",11.781665744458
"483",11.7353097352483
"484",11.59498770004
"485",12.2763837816381
"486",11.8895122068258
"487",12.4364832439179
"488",11.8476842524688
"489",11.717076870732
"490",12.2822420121501
"491",12.1551491516322
"492",12.0291325510719
"493",11.8171605803644
"494",11.9790215237527
"495",12.1541790627073
"496",11.6707844487919
"497",11.8354671514823
"498",11.4459703359264
"499",12.9171139008772
"500",12.0333288075628
"501",12.525897686291
"502",12.1985626239529
"503",12.4130665997935
"504",11.5333603927121
"505",11.9958765564364
"506",12.016801396948
"507",12.8609836658308
"508",12.6332720012217
"509",12.1181917865627
"510",11.8035967351172
"511",13.0246201729612
"512",11.3530151096672
"513",12.2871917686599
"514",12.1799783425537
"515",11.7997284318929
"516",11.5839724147417
"517",10.9919975320174
"518",12.1362029434054
"519",11.6251368559342
"520",12.182336942231
"521",11.6735750595369
"522",11.9114909241066
"523",12.430163722889
"524",12.7988391248109
"525",12.4270735258705
"526",11.8188048007654
"527",12.245561500769
"528",12.3351809878589
"529",12.0904345043097
"530",11.7472090968398
"531",12.3958963936852
"532",11.8180372015658
"533",11.5937142052682
"534",12.5098024078177
"535",11.5499842545456
"536",12.5245905509492
"537",11.6357672480431
"538",11.847575556669
"539",11.6607486081228
"540",12.1526197996968
"541",12.1796416325456
"542",12.0764472192469
"543",12.0079360914415
"544",11.6407555122382
"545",12.0879616025271
"546",12.4730520342169
"547",11.7198083998531
"548",12.6830758256438
"549",12.2338703975639
"550",12.6253537989036
"551",11.860102209093
"552",11.8279762971372
"553",11.7181735878236
"554",12.2814993130155
"555",12.0535521511789
"556",11.8023916413341
"557",11.6270175432172
"558",11.8673213655507
"559",11.9705339813247
"560",11.9314758574841
"561",11.8150950230207
"562",12.1191181196044
"563",12.7098636111783
"564",11.6813084903759
"565",12.651592764659
"566",11.7580090359699
"567",12.781176454739
"568",11.6876446533909
"569",11.7740061165054
"570",12.4216458275717
"571",11.4149768934735
"572",12.1572398609023
"573",12.98145606985
"574",11.9120682222853
"575",11.8593843725519
"576",11.7151620739786
"577",12.692425756742
"578",11.6883279333378
"579",12.2903612495252
"580",11.8851730946855
"581",12.5573797288203
"582",11.8405114073732
"583",12.3153095854644
"584",11.9650090326862
"585",12.3062018686488
"586",12.2624198178514
"587",11.9508187672586
"588",12.2407277276958
"589",12.545606330113
"590",11.6426760162485
"591",12.6840227963576
"592",11.9340359960373
"593",12.5200962769289
"594",11.7925055818317
"595",11.3112229865867
"596",11.8508990979427
"597",12.1103083052486
"598",11.6284390859522
"599",12.6550240784775
"600",12.6647142580499
"601",11.1372784892686
"602",12.43433512252
"603",11.7730356004251
"604",12.0565803371057
"605",12.0506110876865
"606",11.8797790278446
"607",11.798582334969
"608",11.9782994304261
"609",12.0538369449862
"610",11.9551643659671
"611",11.5889729879794
"612",12.2925951419821
"613",12.0286505661801
"614",11.8320870454299
"615",11.8488406441526
"616",12.1658836872817
"617",11.0356789147232
"618",11.4814734454759
"619",11.3886858334396
"620",12.5545011794968
"621",12.5609371976055
"622",12.4021988346157
"623",12.7913069765752
"624",11.9357973854985
"625",12.7651887581134
"626",11.8629177487841
"627",11.5358004015061
"628",11.8446325219867
"629",11.9369709411385
"630",11.3448213260776
"631",12.2238825910075
"632",11.5499310865196
"633",12.1579996604612
"634",11.7757174475088
"635",12.805800567189
"636",11.5047443433382
"637",11.9033179918863
"638",11.9518323147643
"639",11.7592412926886
"640",12.0178131285161
"641",12.2340716441771
"642",12.8643356451997
"643",11.8551057834818
"644",11.8576476570002
"645",12.903682838919
"646",12.3828347748412
"647",12.236697591525
"648",12.0507232710581
"649",11.6409167920495
"650",12.0671121990659
"651",11.6512545103235
"652",12.0594092114921
"653",12.4189207869997
"654",11.9241809454334
"655",11.8841647425009
"656",11.4136843761706
"657",11.5864559294721
"658",12.7493496490743
"659",11.7515840726551
"660",11.7618217305458
"661",11.6412392841897
"662",12.0525186667167
"663",12.5522614438846
"664",12.2658191781507
"665",12.2829383242956
"666",12.3485853533496
"667",11.9504903933445
"668",12.4692950710203
"669",12.151997028535
"670",11.8925637774398
"671",13.1879999289142
"672",12.6604202112547
"673",11.6074709549352
