"Id","SalePrice"
1461,137405.626814222
1462,158253.68529866
1463,181546.89496419
1464,180631.803717615
1465,197405.260666336
1466,202713.641874847
1467,184919.203426395
1468,183118.907512385
1469,174202.276363264
1470,121133.908689373
1471,199686.800564003
1472,93174.2105783091
1473,96607.3332361301
1474,147717.312072266
1475,115635.076279429
1476,364852.385906233
1477,266748.424423859
1478,310441.08753746
1479,280926.123465081
1480,422745.324349897
1481,289993.618329059
1482,206284.749419846
1483,189123.992512337
1484,178473.60111415
1485,169703.257687744
1486,210099.813576359
1487,270240.221921366
1488,235217.346251828
1489,220310.809152074
1490,229208.373760432
1491,203695.65822134
1492,110640.813148683
1493,155187.271132889
1494,311327.679662141
1495,288060.656140507
1496,226075.702414385
1497,197821.200821569
1498,166875.663992963
1499,155678.128330607
1500,163436.261924916
1501,171652.305611275
1502,164124.723375102
1503,254579.091210491
1504,227623.279133205
1505,218613.545512738
1506,157865.709536413
1507,275983.356126112
1508,179694.628388576
1509,155879.002164739
1510,151420.992750348
1511,155053.341378377
1512,173858.990035369
1513,139328.436306708
1514,142924.1473046
1515,153902.865297903
1516,143179.197661818
1517,168248.413675355
1518,130037.338951436
1519,231330.8739332
1520,142009.322334507
1521,149946.513499701
1522,157467.55700655
1523,108773.083406171
1524,131121.886263528
1525,136591.320693895
1526,134156.035400347
1527,104387.502024247
1528,121637.019960221
1529,137761.644600202
1530,162707.60587225
1531,123386.091198615
1532,109015.717589385
1533,142122.139841771
1534,118428.949904792
1535,149348.977496938
1536,126503.836231665
1537,97030.3949512746
1538,137397.922937893
1539,164924.798368352
1540,102540.829548081
1541,134306.695750128
1542,132000.248518086
1543,206008.953831146
1544,102502.348795529
1545,101769.513136568
1546,119228.328710979
1547,135536.259339707
1548,131263.444229134
1549,104664.106007414
1550,135550.149955825
1551,121561.182987739
1552,131056.701311597
1553,148764.931408809
1554,119087.591355229
1555,179460.193203131
1556,95980.5751767412
1557,117978.203939116
1558,96511.4203566222
1559,75178.5057650907
1560,138859.609131743
1561,121608.535291508
1562,125644.81059815
1563,123433.917692958
1564,151038.569958794
1565,155561.679763145
1566,200825.831922833
1567,88819.2082705749
1568,218770.685818472
1569,142553.372376723
1570,151381.951044115
1571,127710.571493248
1572,146954.858710637
1573,223761.890148038
1574,110194.044617644
1575,208959.442425171
1576,272358.722102684
1577,205377.200265776
1578,135999.092023971
1579,150766.869782396
1580,187674.276338885
1581,136470.322547172
1582,125477.999308807
1583,328021.843028598
1584,239864.540868643
1585,139331.303295249
